ZCTA5CE,year,job_count,job_accessibility
80022,2015,24444,156240.8769113663
80022,2016,24544,161134.31465555198
80022,2017,25410,164522.33135456944
80022,2018,26925,170949.97269566733
80022,2019,26823,171480.16371497634
80022,2020,26441,164192.99288461643
80022,2021,26083,163357.00834173718
80022,2022,27045,181909.77407389367
80022,2023,28316,188399.15577682032
80023,2015,5429,142378.6148486947
80023,2016,5795,148394.73776737836
80023,2017,6152,150819.9326032584
80023,2018,6948,156264.9087784167
80023,2019,7567,160216.4998295757
80023,2020,7788,153162.29724059626
80023,2021,8466,154792.79453645347
80023,2022,9127,166783.66372112808
80023,2023,10807,171557.53102784298
80030,2015,4144,322150.324535427
80030,2016,4602,332304.6933416626
80030,2017,5983,335901.89898813143
80030,2018,6368,347326.3229791551
80030,2019,6617,352086.9328450531
80030,2020,6157,333044.6656326921
80030,2021,5575,332347.7772088672
80030,2022,6064,357877.27940472454
80030,2023,5550,363327.22644062503
80031,2015,13020,258046.00434219744
80031,2016,13008,266858.11128167436
80031,2017,13068,270136.3525332048
80031,2018,11848,279565.48781780706
80031,2019,15943,284420.7847271157
80031,2020,11417,269668.15365335136
80031,2021,11016,270013.180908955
80031,2022,12394,289971.3460595045
80031,2023,12949,295448.75641219
80033,2015,16838,326084.2207384468
80033,2016,17002,336230.73599217
80033,2017,17788,338473.9949244131
80033,2018,16427,349234.91187911545
80033,2019,17882,353520.3865703319
80033,2020,17100,333824.1862960686
80033,2021,18027,333407.31368816434
80033,2022,18377,356371.72691580217
80033,2023,19441,361989.27542776224
80045,2015,22328,335505.7060589584
80045,2016,22837,345617.2718773488
80045,2017,24209,350204.15489280934
80045,2018,25798,364252.1908216638
80045,2019,27191,367634.9589584189
80045,2020,27082,351728.0711740838
80045,2021,16146,342836.0804270066
80045,2022,28522,378821.76745615364
80045,2023,30977,388561.6158825622
80102,2015,982,20243.07951167632
80102,2016,1104,20994.660239311757
80102,2017,1083,21613.147750286156
80102,2018,1069,22568.21563037597
80102,2019,1106,22669.993290462644
80102,2020,1132,22026.063536243168
80102,2021,1095,22118.734981323232
80102,2022,1228,25015.088428482562
80102,2023,1372,26303.157669663306
80103,2015,330,1437.8003757775202
80103,2016,415,1571.2916337101422
80103,2017,440,1630.7278351103173
80103,2018,429,1690.2699162080362
80103,2019,495,1702.6015271602491
80103,2020,461,1668.754256159065
80103,2021,459,1656.728253302734
